,iteration,metric,value
69,6999,mse,0.21893182396888733
70,7099,mse,0.23095399141311646
71,7199,mse,0.22231650352478027
72,7299,mse,0.22270090878009796
73,7399,mse,0.22552525997161865
74,7499,mse,0.21010713279247284
75,7599,mse,0.22427979111671448
76,7699,mse,0.22708210349082947
77,7799,mse,0.23349560797214508
78,7899,mse,0.23008178174495697
79,7999,mse,0.2135288268327713
80,8099,mse,0.21870318055152893
81,8199,mse,0.22975774109363556
82,8299,mse,0.21537242829799652
83,8399,mse,0.21425703167915344
84,8499,mse,0.21169088780879974
85,8599,mse,0.21795392036437988
86,8699,mse,0.22223450243473053
87,8799,mse,0.2131081223487854
88,8899,mse,0.2107177972793579
89,8999,mse,0.21485382318496704
90,9099,mse,0.2127598077058792
91,9199,mse,0.2208411544561386
92,9299,mse,0.21590672433376312
93,9399,mse,0.21683566272258759
94,9499,mse,0.21919342875480652
95,9599,mse,0.20969955623149872
96,9699,mse,0.2214643359184265
97,9799,mse,0.20731206238269806
98,9899,mse,0.21168766915798187
99,9999,mse,0.21768435835838318
100,10099,mse,0.21245652437210083
101,10199,mse,0.21398663520812988
102,10299,mse,0.20753487944602966
103,10399,mse,0.20725302398204803
104,10499,mse,0.21068553626537323
105,10599,mse,0.20879268646240234
106,10699,mse,0.21403834223747253
107,10799,mse,0.21771520376205444
108,10899,mse,0.21392889320850372
109,10999,mse,0.20658883452415466
110,11099,mse,0.21112976968288422
111,11199,mse,0.2189062535762787
112,11299,mse,0.21863116323947906
113,11399,mse,0.20282123982906342
114,11499,mse,0.2083704173564911
115,11599,mse,0.2092655599117279
116,11699,mse,0.2051989585161209
117,11799,mse,0.21082088351249695
118,11899,mse,0.20738601684570312
119,11999,mse,0.19322432577610016
120,12099,mse,0.2038273960351944
121,12199,mse,0.20544621348381042
122,12299,mse,0.2171855866909027
123,12399,mse,0.20452027022838593
124,12499,mse,0.202309250831604
125,12599,mse,0.21237540245056152
126,12699,mse,0.1939859241247177
127,12799,mse,0.2019423097372055
128,12899,mse,0.2095075249671936
129,12999,mse,0.20547792315483093
130,13099,mse,0.19543150067329407
131,13199,mse,0.20578865706920624
132,13299,mse,0.20461513102054596
133,13399,mse,0.19929853081703186
134,13499,mse,0.20067980885505676
135,13599,mse,0.20486579835414886
136,13699,mse,0.19555994868278503
137,13799,mse,0.20273011922836304
138,13899,mse,0.20644955337047577
139,13999,mse,0.18999387323856354
140,14099,mse,0.1949513852596283
141,14199,mse,0.1964126080274582
142,14299,mse,0.19003933668136597
143,14399,mse,0.2010778933763504
144,14499,mse,0.19355161488056183
145,14599,mse,0.19630011916160583
146,14699,mse,0.18408972024917603
147,14799,mse,0.1975606232881546
148,14899,mse,0.18650774657726288
149,14999,mse,0.19368574023246765
150,15099,mse,0.19152696430683136
151,15199,mse,0.19279296696186066
152,15299,mse,0.20268544554710388
153,15399,mse,0.1951385736465454
154,15499,mse,0.20091047883033752
155,15599,mse,0.19176457822322845
156,15699,mse,0.18686443567276
157,15799,mse,0.19475339353084564
158,15899,mse,0.20218859612941742
159,15999,mse,0.191618412733078
160,16099,mse,0.19586032629013062
161,16199,mse,0.19894444942474365
162,16299,mse,0.1913035809993744
163,16399,mse,0.19654437899589539
164,16499,mse,0.2000538408756256
165,16599,mse,0.19473528861999512
166,16699,mse,0.20117881894111633
167,16799,mse,0.1958007663488388
168,16899,mse,0.188970685005188
169,16999,mse,0.193834587931633
170,17099,mse,0.1859007179737091
171,17199,mse,0.18458500504493713
172,17299,mse,0.20161592960357666
173,17399,mse,0.18198390305042267
174,17499,mse,0.19189956784248352
175,17599,mse,0.19972528517246246
176,17699,mse,0.19381660223007202
177,17799,mse,0.18732349574565887
178,17899,mse,0.19483990967273712
179,17999,mse,0.19270171225070953
180,18099,mse,0.18282270431518555
181,18199,mse,0.18823303282260895
182,18299,mse,0.18897630274295807
183,18399,mse,0.18334703147411346
184,18499,mse,0.18560299277305603
185,18599,mse,0.1872122883796692
186,18699,mse,0.19795632362365723
187,18799,mse,0.1843654066324234
188,18899,mse,0.18651926517486572
189,18999,mse,0.182577982544899
190,19099,mse,0.19073151051998138
191,19199,mse,0.1882697194814682
192,19299,mse,0.19348324835300446
193,19399,mse,0.18741267919540405
194,19499,mse,0.18637146055698395
195,19599,mse,0.19146767258644104
196,19699,mse,0.18502232432365417
197,19799,mse,0.1957699954509735
198,19899,mse,0.180994912981987
199,19999,mse,0.18217593431472778
